"Dataset_ID"	"Original.chronology_Compared"	"Original.chronology_VS._Newly.chronology"	"Reason"	"LegacyAge 1.0_Source"
21577	"Keizer et al. 2015"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Our bacon model is not suitable for modelling other dating methods well"	"Neotoma_Keizer et al. 2015"
21580	"Two: DANS 1 and Urrego et al. 2013"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last three datings better"	"AWI"
21600	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
21603	"Two: DANS 1 and Urrego et al. 2011"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the hiatus consistent with the original publication "	"AWI"
21606	"Three: DANS 1, DANS 2 and Urrego et al. 2011"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include a hiatus and core basal age"	"AWI"
21651	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age better"	"AWI"
21665	"DANS 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth better according to the reference"	"AWI"
21675	"DANS 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last three datings better"	"AWI"
21700	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
21702	"Three: DANS 1, DANS 2 and Gómez et al. 2007"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age and catch up all datings better according to the reference"	"AWI"
21706	"Three: DANS 1, LAPD 1 and Flantua et al. 2016"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
21708	"Three: DANS 1, Bogotá-A et al. 2011 and Flantua et al. 2016"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the basal age from the publication and catch up the dating at 683 cm better"	"AWI"
21726	"Three: DANS 1, Berrío et al. 2001 and Flantua et al. 2016"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
21744	"Two: DANS 1 and Flantua et al. 2016"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better, publication unavailable"	"AWI"
21762	"Two: DANS 1 and Flantua et al. 2016"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
21766	"Two: DANS 1 and Flantua et al. 2016"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication"	"AWI"
21770	"Two: Neotoma 1 and Lacourse.et.al.2012 Cal BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basla age from publication better"	"AWI"
21772	"Two: Neotoma 1 and Lacourse2005 cal BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
21774	"Three: Lacourse and Davies, Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
21788	"Two: Neotoma 1 and Lucas & Lacourse 2013"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
21790	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
21792	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last two datings better"	"AWI"
21794	"Two: DANS 1 and Flantua et al. 2016"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages from publication better"	"AWI"
21796	"Three: DANS 2, DANS 1 and Flantua et al. 2016"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
21798	"Two: DANS 1 and Flantua et al. 2016"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
21807	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up datings at 1500-2000 cm better"	"AWI"
21812	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
21816	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority, publication unavailable"	"AWI"
21818	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority, publication unavailable"	"AWI"
21828	"Two: DANS 1 and Velez et al. 2001"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
21830	"Friel et al. 2014"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
21836	"DANS 2"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages from publication"	"AWI"
21838	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages better"	"AWI"
21844	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
21893	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at low depth, pulication unavailable"	"AWI"
21895	"Two: DANS 1 and Vélez et al. 2005"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Vélez et al. 2005' only linear interpolation"	"AWI"
21903	"Two: DANS 1 and Vélez et al. (2005)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
21913	"DANS 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's include the hiatus consistent with publication by using Bacon"	"Neotoma_DANS 1"
21915	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
21917	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma reproduces a change in sedimentation at ca. 400 cm which our model cannot"	"Neotoma_DANS 1"
21919	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
21921	"Two: DANS 1 and González-Carranza et al. 2008"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the hiatus consistent with the sediment change"	"AWI"
21938	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
22049	"Two: DANS 1 and Flantua et al. 2016"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
22087	"Two: LAPD 1 and Aragón-Moreno et al. 2012"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the dating at 130 cm better"	"AWI"
22101	"Two: LAPD 1 and Velásquez-R. & Hooghiemstra 2013"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age better"	"AWI"
22119	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
22238	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better, publication unavailable"	"AWI"
22316	"Two: CAL BP and Clam"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the dating at 170 cm better"	"AWI"
22322	"Two: CAL BP and clam_v1.0.0"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
22330	"Bacon"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
22342	"Two: CAL BP and clam_v1.0.0"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
22344	"Two: CAL BP and clam_v1.0.0"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication better"	"AWI"
22346	"Two: CAL BP and clam_v1.0.0"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
22348	"Two: CAL BP and clam_v1.0.0"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
22352	"Two: CAL BP and clam_v1.0.0"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
22358	"Two: CAL BP and clam_v1.0.0"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
22367	"Two: CAL BP and clam_v1.0.0"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include more datings at high depth from publication better"	"AWI"
22373	"Two: CAL BP and clam_v1.0.0"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
22376	"Neotoma"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better, publication unavailable"	"AWI"
22397	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
22400	"Neotoma"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better, publication unavailable"	"AWI"
22623	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
22628	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating point better"	"AWI"
22630	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at high depth better"	"AWI"
22636	"Two: CAL BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"CAL BP' is varve-based model, which more reliable than 14C"	"Neotoma_CAL BP"
22638	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority, no publications found for this dataset"	"AWI"
22640	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first two datings and the last two datings better"	"AWI"
22642	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's better as calibrated with Marine20"	"AWI"
22644	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority, no publications found for this dataset"	"AWI"
22646	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating better"	"AWI"
22648	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all lead-210 datings better"	"AWI"
