TaxonName,Harmonisation
Indeterminable|pollen|NISP,Indeterminable
Indeterminable|spore|NISP,Delete
Indeterminable|stomate|NISP,Delete
Indeterminables,Indeterminable
Indeterminata,Indeterminable
Indeterminate,Indeterminable
Indetermined,Indeterminable
Indeterrminata,Indeterminable
Indetminate,Indeterminable
Indigofera,Indigofera
Indigofera-type,Indigofera
Indigofereae,Fabaceae
Inga,Inga
Inga sp.,Inga
Inga-type,Inga
Insecta,Delete
interm spores,Delete
Inula,Asteraceae
Inulaceae,Asteraceae
Inula-type,Asteraceae
Inuleae,Asteraceae
"Invertebrata (type 52, HdV)",Delete
"Invertebrata (type 52D, HdV)",Delete
"Invertebrata (type 88, HdV)",Delete
"Invertebrata (type 88A, HdV)",Delete
"Invertebrata? (type 187, HdV)",Delete
"Invertebrata? (type 187B, HdV)",Delete
"Invertebrate? (type 178, HdV)",Delete
Iodes,Icacinaceae
Ipomea,Convolvulaceae
Ipomoea,Convolvulaceae
Ipomoea cf. I. batatas,Convolvulaceae
Ipomoea sp.,Convolvulaceae
Ipomoea-type,Convolvulaceae
Ipomoea-type sp.,Convolvulaceae
Iresine,Amaranthaceae
Iresine sp.,Amaranthaceae
Iresine-type,Amaranthaceae
Iriartea,Iriartea
Iriartea deltoidea,Iriartea
Iriartea-type,Iriartea
Iriartella,Iriartella
Iridaceae,Iridaceae
iridaceae,Iridaceae
Iridaceae (psilate),Iridaceae
Iridaceae (reticulate),Iridaceae
Iridaceae (type I),Iridaceae
Iridaceae (type II),Iridaceae
Iridaceae subf.  Iridoideae,Iridaceae
Iridaceae subf. Crocoideae,Iridaceae
Iridaceae subf. Isophysidoideae,Iridaceae
Iridaceae undiff.,Iridaceae
Iridaceae/Amaryllidaceae,Iridaceae
Iridaceae/Liliaceae,Iridaceae
Iridaceae-type,Iridaceae
Iris,Iridaceae
Iris germanica,Iridaceae
Iris germanica-type,Iridaceae
Iris pseudacorus,Iridaceae
Iris pseudacorus-type,Iridaceae
Iris pumila,Iridaceae
Iris setosa,Iridaceae
Iris versicolor,Iridaceae
Iris-type,Iridaceae
Irvingia,Irvingia
Irvingia gabonensis,Irvingia
Irvingia wombolu,Irvingia
Irvingiaceae,Irvingia
Irvingia-type,Irvingia
Irvingia-type (I. gabonensis),Irvingia
Irvingia-type (I. wombolu),Irvingia
Iryanthera,Iryanthera
Isertia,Isertia
Isertieae,Rubiaceae
Islandinium minutum,Delete
Isoberlinia,Isoberlinia
Isoberlinia-type,Isoberlinia
Isodendrion,Violaceae
Isoetaceae,Delete
Isoetes,Delete
Isoëtes,Delete
Isoëtes (<20 µm),Delete
Isoëtes (>20 µm),Delete
"Isoëtes (heavy, type 1)",Delete
"Isoëtes (light, type 2)",Delete
Isoëtes (type A),Delete
Isoëtes cf. I. lacustris,Delete
Isoëtes echinospora,Delete
Isoëtes lacustris,Delete
Isoëtes savatieri,Delete
Isoëtes setacea,Delete
Isoëtes undiff.,Delete
Isoglossa,Acanthaceae
Isolepis,Cyperaceae
Isolepis undiff.,Cyperaceae
Isonandra,Isonandra
Isophysis-type,Iridaceae
Isopyrum,Ranunculaceae
Isotoma,Campanulaceae
Itea,Itea
Itea virginica,Itea
Iva,Asteraceae
Iva ambrosiifolia,Asteraceae
Iva annua,Asteraceae
Iva annua-type,Asteraceae
Iva ciliata-type,Asteraceae
Iva frutescens,Asteraceae
Iva frutescens-type,Asteraceae
Iva undiff.,Asteraceae
Iva xanthifolia,Asteraceae
Iva xanthifolia-type,Asteraceae
Iva xanthiifolia,Asteraceae
Iva-type,Asteraceae
Ixeris,Asteraceae
Ixora,Ixora
Ixora brachypoda,Ixora
Ixora-type,Ixora
Ixora-type (I. brachypoda),Ixora
Ixoreae,Rubiaceae
Ixoroideae,Rubiaceae
Jacaranda,Jacaranda
Jacaranda (type 2),Jacaranda
Jacquemontia,Convolvulaceae
Jamesonia,Delete
Jamesonia (Eriosorus sensu stricto),Delete
Jamesonia flexuosa-type,Delete
Jamesonia sensu sticto,Delete
Jamesonia-type,Delete
Janglans,Juglans
Janusia,Malpighiaceae
Janusia gracilis,Malpighiaceae
Jasione,Campanulaceae
Jasione montana,Campanulaceae
Jasione montana type,Campanulaceae
Jasione montana-type,Campanulaceae
Jasione-type,Campanulaceae
Jasminum,Oleaceae
Jatropha,Euphorbiaceae
Jatropha cardiophylla,Euphorbiaceae
Jatropha/Croton,Euphorbiaceae
Jatropha/Givotia,Euphorbiaceae
Jefea,Asteraceae
Jefea brevifolia,Asteraceae
Jonesia simplex,Malpighiaceae
Joosia,Rubiaceae
Jridaceae,Iridaceae
Jugalns,Juglans
Juglandaceae,Juglandaceae
Juglandaceae undiff.,Juglandaceae
Juglandaceae-type,Juglandaceae
Juglans,Juglans
juglans,Juglans
Juglans (P 7-11 + 1-6),Juglans
Juglans australis,Juglans
Juglans cf. J. cinerea,Juglans
Juglans cf. J. nigra,Juglans
Juglans cinerea,Juglans
Juglans cinerea-type,Juglans
Juglans mandshurica,Juglans
Juglans microcarpa,Juglans
Juglans nigra,Juglans
Juglans nigra-type,Juglans
Juglans regia,Juglans
Juglans regia type,Juglans
Juglans trpy,Juglans
Juglans undiff.,Juglans
Juglans/Pterocarya,Juglans
Juglans|NA|pollen|NISP,Juglans
Juglans|reworked|pollen|NISP,Juglans
Juglans-type,Juglans
Julans,Juglans
Julbernardia,Julbernardia
Julocroton,Euphorbiaceae
Juncaceae,Juncaceae
Juncaceae undiff.,Juncaceae
Juncaginaceae,Delete
Juncus,Delete
Juncus acutiflorus/J. articulatus,Delete
Juncus effusus,Delete
Juncus effusus-type,Delete
"Juncus sp. (type 2.2, MI)",Delete
Juncus squarrosus,Delete
Juncus/Luzula,Delete
Jungia,Asteraceae
Jungia-type,Asteraceae
Juniperus,Juniperus
Juniperus californica,Juniperus
Juniperus cf. J. californica,Juniperus
Juniperus cf. J. erythrocarpa,Juniperus
Juniperus cf. J. monosperma,Juniperus
Juniperus cf. J. pinchotii,Juniperus
Juniperus communis,Juniperus
Juniperus communis/Thuja occidentalis-type,Juniperus
Juniperus communis|pollen|NISP,Juniperus
Juniperus communis|stomate|NISP,Delete
Juniperus communis-type,Juniperus
Juniperus deppeana,Juniperus
Juniperus erythrocarpa,Juniperus
Juniperus hanseni,Juniperus
Juniperus horizontalis/J. virginiana-type,Juniperus
Juniperus monosperma,Juniperus
Juniperus occidentalis,Juniperus
Juniperus osteosperma,Juniperus
Juniperus oxycedrus-type,Juniperus
Juniperus pinchotii,Juniperus
Juniperus procera,Juniperus
Juniperus sabina,Juniperus
Juniperus scopulorum,Juniperus
Juniperus sp.,Juniperus
Juniperus stomata,Delete
Juniperus type,Juniperus
Juniperus/Calocedrus,Juniperus
Juniperus/Cupressaceae,Juniperus
Juniperus/Tetraclinis-type,Juniperus
Juniperus/Thuja,Juniperus
Juniperus|pollen|NISP,Juniperus
Juniperus|stomate|NISP,Delete
Juniperus-type,Juniperus
Jurinea,Asteraceae
Jurinea-type,Asteraceae
Jussiaea,Onagraceae
Jussiaea-type,Onagraceae
Justicia,Acanthaceae
Justicia (diporate),Acanthaceae
Justicia californica,Acanthaceae
Justicia comp.,Acanthaceae
Justicia flava,Acanthaceae
Justicia flava-type,Acanthaceae
Justicia odora,Acanthaceae
Justicia odora-type,Acanthaceae
Justicia striata-type,Acanthaceae
Justicia/Monechma,Acanthaceae
Justicia-type,Acanthaceae
Justicia-type (J. flava),Acanthaceae
Justicia-type (J. striata),Acanthaceae
Kadua,Rubiaceae
Kalanchoe,Crassulaceae
Kalidium,Amaranthaceae
Kalligonum,Polygonaceae
Kallstroemia,Zygophyllaceae
Kallstroemia californica,Zygophyllaceae
Kallstroemia parviflora,Zygophyllaceae
Kallstroemia sp.,Zygophyllaceae
Kalmia,Ericales
Kalmia procumbens,Ericales
Kalmia/Andromeda,Ericales
Kandelia,Rhizophora
Kedrostis,Cucurbitaceae
Keetia,Rubiaceae
Keetia cornelia,Rubiaceae
Keetia gueinzii-type,Rubiaceae
Keetia venosa,Rubiaceae
Keetia-type,Rubiaceae
Keetia-type (K. cornelia),Rubiaceae
Keetia-type (K. gueinzii),Rubiaceae
Keetia-type (K. venosa),Rubiaceae
Keratella,Delete
Keratella quadrata,Delete
Keteleeria,Keteleeria
Ketelerria,Keteleeria
Khaya,Khaya
Khaya-type,Khaya
Kickxia,Plantaginaceae
Kickxia/Diclis,Plantaginaceae
Kielmeyera,Kielmeyera
Kigelia,Kigelia
Kiggelaria,Kiggelaria
Kiggelaria africana,Kiggelaria
Kirkia,Kirkia
Kirkiaceae,Kirkiaceae
Klaineanthus,Euphorbiaceae
Klaineanthus gaboniae,Euphorbiaceae
Knautia,Caprifoliaceae
Knautia arvensis,Caprifoliaceae
Knautia arvensis-type,Caprifoliaceae
Knautia/Dipsacus,Caprifoliaceae
Knautia/Succisa,Caprifoliaceae
Knautia-type,Caprifoliaceae
Knightia,Knightia
Knorringia type,Polygonaceae
Knoxieae,Rubiaceae
Kochia,Amaranthaceae
Kochia laniflora,Amaranthaceae
Kochia prostrata,Amaranthaceae
Kochia sp.,Amaranthaceae
Kochia spike,Delete
Kochia suspension,Delete
Kochia(middle),Amaranthaceae
Kochia-type,Amaranthaceae
Koeberlinia,Koeberliniaceae
Koeberlinia spinosa,Koeberliniaceae
Koeberliniaceae,Koeberliniaceae
Koelrenteria,Koelreuteria
Koelreuteria,Koelreuteria
Koenigia,Polygonaceae
Koenigia alaskana,Polygonaceae
Koenigia alpina,Polygonaceae
Koenigia alpina-type,Polygonaceae
Koenigia islandica,Polygonaceae
Koenigia ocreata,Polygonaceae
Koenigia sect. Aconogonon,Polygonaceae
Koenigia sect. Koenigia,Polygonaceae
Koenigia sect. Pleuropteropyrum,Polygonaceae
Koenigia tripterocarpa,Polygonaceae
Koenigia-type,Polygonaceae
Kohautia,Rubiaceae
Korodiertes,Delete
Korthalsella,Santalaceae
Kotschya,Fabaceae
Kotschya-type,Fabaceae
Krameria,Krameriaceae
Krameria erecta,Krameriaceae
Krameria parvifolia,Krameriaceae
Krameriaceae,Krameriaceae
Krascheninnikovia,Amaranthaceae
Krascheninnikovia ceratoides,Amaranthaceae
Krascheninnikovia lanata,Amaranthaceae
Kretzschmaria-type,Delete
Kunzea,Kunzea
Kunzea ericoides,Kunzea
Kunzea-type,Kunzea
Kyllinga,Cyperaceae
Kyllinga brevifolia,Cyperaceae
L. alpinum,Delete
L. annotinum,Delete
L. annotinum-type,Delete
L. clavatum,Delete
L. clavatum-type,Delete
L. complanatum,Delete
L. complanatum-type,Delete
L. inundatum,Delete
L. pungens,Delete
L. selago,Delete
L. sp.,Delete
L.annotinum,Delete
L.clavatum,Delete
L.complanat,Delete
L.complanatum,Delete
L.pungens,Delete
L.selago,Delete
Labatia,Pouteria
Labiaceae,Lamiaceae
Labiatae,Lamiaceae
labiatae,Lamiaceae
Labiatae undiff.,Lamiaceae
Labiateae,Lamiaceae
Laboratory analyses,Delete
Labordia,Loganiaceae
Labourdonnaisia,Labourdonnaisia
"Labourdonnaisia (Mauritius type 98, de Boer)",Labourdonnaisia
Labourdonnaisia-type,Labourdonnaisia
Laburnum,Laburnum
Laburnum-type,Laburnum
Laccosperma,Laccosperma
Lachemilla,Rosaceae
Lacistema,Lacistema
Lacistemataceae,Lacistemataceae
Lacmellea,Lacmellea
Lacmellea aculeata-type,Lacmellea
Lacmellea sp.,Lacmellea
Lacmellea-type,Lacmellea
Lactuca,Asteraceae
Lactuca cf. L. serriola,Asteraceae
Lactuca sativa-type,Asteraceae
Lactuca-type,Asteraceae
Lactuceae,Asteraceae
Lactuceae undiff.,Asteraceae
Lactucoideae,Asteraceae
Ladakhipollenites simplex,Delete
Ladakhipollenites sp.,Delete
Ladakhipollenites? caribbiensis,Delete
Laetia,Laetia
Laetia aff. L. coriacea,Laetia
"Laevigatosporites ""annulatus""",Delete
"Laevigatosporites ""gemmatus""",Delete
Laevigatosporites catanejensis,Delete
Laevigatosporites granulatus,Delete
Laevigatosporites ovatus,Delete
Laevigatosporites spp.,Delete
Lafoensia,Lafoensia
Lagarostrobos,Lagarostrobos
Lagarostrobos franklinii,Lagarostrobos
Lagenaria,Cucurbitaceae
Lagenocarpus,Cyperaceae
Lagerstroemia,Lagerstroemia
Lagerstroemia parviflora,Lagerstroemia
Lagerstroemia speciosa,Lagerstroemia
Lagotis,Scrophulariaceae
Lagotis glauca,Scrophulariaceae
Lagotis-type,Scrophulariaceae
Laguncularia,Laguncularia
Laguncularia racemosa,Laguncularia
Lagurus cf. L. curtatus,Poaceae
Lagurus curtatus,Poaceae
Lamanonia,Lamanonia
Lamanonia cf. L. speciosa,Lamanonia
Lamiaceae,Lamiaceae
Lamiaceae (hexacolpate),Lamiaceae
"Lamiaceae (hexacolpate, scabrate, 40 µm)",Lamiaceae
Lamiaceae (large),Lamiaceae
Lamiaceae (small),Lamiaceae
Lamiaceae (stephanocolpate),Lamiaceae
Lamiaceae (tricolpate),Lamiaceae
Lamiaceae 3 colp.,Lamiaceae
Lamiaceae 6 colp.,Lamiaceae
Lamiaceae cf. Marrubium,Lamiaceae
Lamiaceae cf. Mentha,Lamiaceae
Lamiaceae cf. Origanum,Lamiaceae
Lamiaceae cf. Prostanthera,Lamiaceae
Lamiaceae cf. Scutellaria,Lamiaceae
Lamiaceae cf. Stachys,Lamiaceae
Lamiaceae cf. Thymus,Lamiaceae
Lamiaceae incertae sedis,Lamiaceae
Lamiaceae pro parte,Lamiaceae
Lamiaceae subf. Ajugoideae,Lamiaceae
Lamiaceae subf. Lamioideae,Lamiaceae
Lamiaceae subf. Nepetoideae,Lamiaceae
Lamiaceae subf. Prostantheroideae,Lamiaceae
Lamiaceae subf. Scutellarioideae,Lamiaceae
Lamiaceae subf. Viticoideae,Lamiaceae
Lamiaceae tribe Mentheae,Lamiaceae
Lamiaceae tribe Ocimeae,Lamiaceae
Lamiaceae undiff.,Lamiaceae
Lamiales,Lamiales
Lamiales incertae sedis,Lamiales
Lamiastrum,Lamiaceae
Lamiastrum-type,Lamiaceae
Lamium,Lamiaceae
Lamium album,Lamiaceae
Lamium album type,Lamiaceae
Lamium album-type,Lamiaceae
Lamium amplexicaule-type,Lamiaceae
Lamium hybridum-type,Lamiaceae
Lamium purpureum,Lamiaceae
Lamium purpureum var. hybridum,Lamiaceae
Lamium purpureum var. hybridum-type,Lamiaceae
Lamium-type,Lamiaceae
Lamourouxia,Orobanchaceae
Lanagiopollis cf. L. crassa,Delete
Landolphia,Apocynaceae
Landolphia-type,Apocynaceae
Landolphia-type (type 3),Apocynaceae
Lannea,Lannea
Lannea/Rhus,Lannea
Lannea/Sclerocarya,Lannea
Lannea-type,Lannea
Lantana,Verbenaceae
Lapageria,Philesiaceae
Laphangium,Asteraceae
Laphangium luteoalbum,Asteraceae
Laphangium luteoalbum-type,Asteraceae
Laplacea,Gordonia
Laplacea fruticosa,Gordonia
Laportea,Urticaceae
Laportea aestuans-type,Urticaceae
Laportea-type,Urticaceae
Lappula,Boraginaceae
Lappula redowskii,Boraginaceae
Lappula texana,Boraginaceae
Lappus sp.,Boraginaceae
Lapsana,Asteraceae
Lapsana-type,Asteraceae
Lardizabalaceae,Lardizabalaceae
Larix,Larix
Larix cajanderi,Larix
Larix dahurica,Larix
Larix decidua,Larix
Larix decidua-type,Larix
Larix gmelini,Larix
Larix gmelinii,Larix
Larix laricina,Larix
Larix sibirica,Larix
Larix/Pseudotsuga,Larix
Larix|pollen|NISP,Larix
Larix|stomate|NISP,Delete
Larix-type,Larix
Larrea,Zygophyllaceae
Larrea divaricata,Zygophyllaceae
Larrea tridentata,Zygophyllaceae
Laser,Asteraceae
Laser trilobum-type,Asteraceae
Laserpitium,Apiaceae
Laserpitium latifolium,Apiaceae
Laserpitium latifolium-type,Apiaceae
Laserpitium prutenicum,Apiaceae
Laserpitium prutenicum-type,Apiaceae
Laserpitium-type,Apiaceae
Lasiantheae,Rubiaceae
Lasianthus,Lasianthus
Lasioideae,Araceae
Lasiosphaeria,Delete
Lasiosphaeria cf. L. caudata,Delete
Lasiosphaeria sp.,Delete
"Lasiosphaeria sp. (type 63C, HdV)",Delete
Lasiosphaeria-type,Delete
Lastarriaea,Polygonaceae
Lastarriaea chilensis,Polygonaceae
Lastarriaea chilensis-type,Polygonaceae
Latania,Latania
Latania/Dracaena-type,Latania
Latania-type,Latania
Lathraea,Orobanchaceae
Lathyrus,Fabaceae
Lathyrus davidii,Fabaceae
Lathyrus filiformis,Fabaceae
Lathyrus japonicus,Fabaceae
Lathyrus japonicus subsp. maritimus,Fabaceae
Lathyrus linifolius,Fabaceae
Lathyrus linifolius-type,Fabaceae
Lathyrus montanus,Fabaceae
Lathyrus montanus-type,Fabaceae
Lathyrus palustris,Fabaceae
Lathyrus sativus,Fabaceae
Lathyrus type,Fabaceae
Lathyrus-type,Fabaceae
Latona setifera,Delete
Lauraceae,Lauraceae
Lauraceae cf. Aniba,Aniba
Lauraceae-type (Ocotea),Ocotea
Laurales,Laurales
Laurales incertae sedis,Laurales
Laurelia,Laurelia
Laurembergia,Haloragaceae
Laurembergia repens,Haloragaceae
Laurembergia repens subsp. brachypoda,Haloragaceae
Laurembergia tetrandra,Haloragaceae
Laurembergia tetrandra-type,Haloragaceae
Laurembergia villosa,Haloragaceae
Laurocerasus,Laurocerasus
Laurus,Laurus
Laurus nobilis,Laurus
Lavandula,Lamiaceae
Lavandula stoechas,Lamiaceae
Lavandula stoechas-type,Lamiaceae
Lavandula-type,Lamiaceae
Lavatera,Malvaceae
Lawsonia,Lawsonia
Layia,Asteraceae
Layia glandulosa,Asteraceae
Lecaniodiscus,Sapindaceae
Lecaniodiscus cupanioides,Sapindaceae
Lecaniodiscus/Aphania senegalensis,Sapindaceae
Lecaniodiscus/Lepisanthes senegalensis,Sapindaceae
Lecaniodiscus-type (L. cupanioides),Sapindaceae
Lechea,Cistaceae
Lecokia,Apiaceae
Lecythidaceae,Sapindaceae
Lecythidaceae undiff.,Lecythidaceae
Lecythidaceae-type,Lecythidaceae
Lecythis,Lecythis
Ledocarpaceae,Ledocarpaceae
Ledum,Rhododendron
Ledum groenlandicum,Rhododendron
Ledum palustre,Rhododendron
Ledum/Chamaedaphne,Rhododendron
Ledum-type,Rhododendron
Leea,Vitaceae
Leea comp.,Vitaceae
Legousia,Campanulaceae
Legousia-type,Campanulaceae
Leguminasae,Fabaceae
Leguminosae,Fabaceae
Leguminosae,Fabaceae
Leguminosae cf. Astragalus,Fabaceae
Leguminosaeÿ,Fabaceae
Leguminosea,Fabaceae
Legustrum,Ligustrum
Leiosphaeridia,Delete
Leiosphaeridia sp.,Delete
Leiosphaeridia spp.,Delete
Leiosphaeridla,Delete
Leiotriletes,Delete
Leitneria,Leitneria
Leitneria floridana,Leitneria
Lemmaphyllum,Delete
Lemna,Delete
Lemna minor,Delete
Lemna minor-type,Delete
Lemna type,Delete
Lemna undiff.,Delete
Lemnaceae,Delete
Lemna-type,Delete
Lemnoideae,Delete
Lentibulariaceae,Delete
Leonardoxa,Fabaceae
Leonotis,Lamiaceae
Leonotis-type,Lamiaceae
Leontice,Berberidaceae
Leontice leontopetalum,Berberidaceae
Leontice-type,Berberidaceae
Leontodon,Asteraceae
Leontodon helveticus,Asteraceae
Leontodon hispidus,Asteraceae
Leontodon-type,Asteraceae
Lepidagathis,Acanthaceae
Lepidagathis-type,Acanthaceae
Lepidaploa,Asteraceae
Lepidium,Brassicaceae
Lepidium sp.,Brassicaceae
Lepidocaryum,Lepidocaryum
Lepidocaryum-type,Lepidocaryum
Lepidoceras,Santalaceae
Lepidoceras chilense,Santalaceae
Lepidoceras kingii,Santalaceae
Lepidogrammitis,Delete
Lepidoptera,Delete
Lepironia comp.,Cyperaceae
Lepisanthes,Lepisanthes
Lepisanthes senegalensis,Lepisanthes
Lepisanthes-type (L. senegalensis),Lepisanthes
Lepisorus,Delete
Leptactina,Rubiaceae
Leptaulus,Leptaulus
Leptecophylla,Leptecophylla
Leptobasis goesingense,Delete
Leptocarpus,Restionaceae
Leptochloa,Poaceae
Leptochloa dubia,Poaceae
Leptodactylon,Polemoniaceae
Leptodactylon pungens,Polemoniaceae
Leptosiphon,Polemoniaceae
Leptospermum,Leptospermum
Leptospermum laevigatum,Leptospermum
Leptospermum lanigerum,Leptospermum
Leptospermum lanigerum-type,Leptospermum
Leptospermum scoparium,Leptospermum
Leptospermum undiff.,Leptospermum
Leptospermum/Baeckea,Leptospermum
Leptospermum/Callistemon,Leptospermum
Leptospermum/Callistemon undiff.,Leptospermum
Leptospermum-type,Leptospermum
Leptosporangiatae,Delete
Leptosporangiatae undiff.,Delete
Leretia,Icacinaceae
Lespedeza,Fabaceae
Lesquerella,Brassicaceae
Lesquerella sp.,Brassicaceae
Leucaena,Leucaena
Leucanthemopsis,Asteraceae
Leucanthemopsis alpina,Asteraceae
Leucanthemum,Asteraceae
Leucanthemum vulgare,Asteraceae
Leucanthemum vulgare-type,Asteraceae
Leucas,Lamiaceae
Leucas-type,Lamiaceae
Leucojum,Amaryllidaceae
Leucojum/Galanthus,Amaryllidaceae
Leucojum-type,Amaryllidaceae
Leucopogon,Leucopogon
Leucopogon-type,Leucopogon
Leucosidea,Leucosidea
Leucosidea sericea,Leucosidea
Leucostegia immersa,Delete
Levisticum,Apiaceae
Levisticum officinale,Apiaceae
Levisticum officinale-type,Apiaceae
Lewisia,Montiaceae
Leymus,Poaceae
Leymus cinereus,Poaceae
Libocedrus,Libocedrus
Licania,Licania
Liex,Ilex
Lightfootia,Campanulaceae
Ligodium,Delete
Liguidambar,Liquidambar
Ligularia,Asteraceae
Ligularia sibirica,Asteraceae
Ligulifloic,Asteraceae
Liguliflorae,Asteraceae
Liguliflorae-type,Asteraceae
Liguliflore,Asteraceae
Ligusticum,Apiaceae
Ligusticum calderi,Apiaceae
Ligusticum calderi-type,Apiaceae
Ligusticum mutellina,Apiaceae
Ligusticum mutellinoides,Apiaceae
Ligusticum mutellinoides-type,Apiaceae
Ligusticum scoticum,Apiaceae
Ligustrum,Ligustrum
Ligustrum vulgare,Ligustrum
Ligustrum vulgare-type,Ligustrum
Ligustrum-type,Ligustrum
Lilaeopsis,Apiaceae
Liliaceae,Liliaceae
Liliaceae pro parte,Liliaceae
Liliaceae sensu lato,Liliaceae
Liliaceae subf. Amaryllidoideae,Liliaceae
Liliaceae subf. Asphodeloideae,Liliaceae
Liliaceae undiff.,Liliaceae
Liliaceae-type,Liliaceae
Liliaceae-type cf. Crocus,Iridaceae
Liliaceae-type cf. Narthecium,Nartheciaceae
Liliaceae-type cf. Veratrum,Melanthiaceae
Liliaceae-type undiff.,Liliaceae
Liliacidites,Delete
Liliacidites sp.,Delete
Liliales,Liliales
Liliales-type,Liliales
Liliceae,Liliaceae
Lilium,Liliaceae
lilium,Liliaceae
Lilium cf. L. martagon,Liliaceae
Lilium martagon,Liliaceae
Lilium martagon-type,Liliaceae
Lilium philadelphicum,Liliaceae
Lilium philadelphicum-type,Liliaceae
Lilium-type,Liliaceae
Lilliaceae,Liliaceae
Limnanthemum,Delete
Limoniaceae,Plumbaginaceae
Limonium,Plumbaginaceae
Limonium carolinianum,Delete
Limonium cf. L. limbatum,Plumbaginaceae
Limonium humile-type,Plumbaginaceae
Limonium nashii,Plumbaginaceae
Limonium vulgare,Plumbaginaceae
Limonium vulgare (type A),Plumbaginaceae
Limonium vulgare-type,Plumbaginaceae
Limonium-type,Plumbaginaceae
Limosella,Delete
Linaceae,Linaceae
Linaceae undiff.,Linaceae
Linanthus,Polemoniaceae
Linanthus pungens,Polemoniaceae
Linaria,Plantaginaceae
Linaria-type,Plantaginaceae
Lindackeria,Achariaceae
Lindackeria-type,Achariaceae
Lindernia,Linderniaceae
Linderniaceae,Linderniaceae
Lindsaea,Delete
Lingulodinium cf. L. machaerophorum,Delete
Lingulodinium machaerophorum,Delete
Lingulodinium machaerophorum var. clavatum,Delete
Linnaea,Caprifoliaceae
Linnaea borealis,Caprifoliaceae
Linnaeaceae,Caprifoliaceae
Linnaeoideae,Caprifoliaceae
Linociera,Chionanthus
Linum,Linaceae
Linum alpinum,Linaceae
Linum alpinum-type,Linaceae
Linum austriacum,Linaceae
Linum austriacum-type,Linaceae
Linum bienne-type,Linaceae
Linum catharticum,Linaceae
Linum catharticum-type,Linaceae
Linum cf. L. hirsutum/L. viscosum,Linaceae
Linum cf. L. perenne subsp. anglicum,Linaceae
Linum cf. L. usitatissimum,Linaceae
Linum flavum,Linaceae
Linum hirsutum,Linaceae
Linum maritimum,Linaceae
Linum maritimum-type,Linaceae
Linum mucronatum-type,Linaceae
Linum perenne,Linaceae
Linum perenne subsp. anglicum,Linaceae
Linum sp.,Linaceae
Linum tenuifolium,Linaceae
Linum tenuifolium-type,Linaceae
Linum undiff.,Linaceae
Linum usitatissimum,Linaceae
Linum usitatissimum/L. bienne,Linaceae
Linum usitatissimum-type,Linaceae
Linum viscosum,Linaceae
Liparophyllum/Ornduffia,Delete
Lippia,Verbenaceae
Lippia-type,Verbenaceae
Liquidambar,Liquidambar
liquidambar,Liquidambar
Liquidambar ccf,Liquidambar
Liquidambar styraciflua,Liquidambar
Liquidamber,Liquidambar
Liriodendron,Liriodendron
Liriodendron tulipifera,Liriodendron
Listera,Orchidaceae
Listera ovata,Orchidaceae
Listera-type,Orchidaceae
Lithocarpus,Lithocarpus
Lithocarpus type,Lithocarpus
Lithocarpus-type,Lithocarpus
Lithodora,Boraginaceae
Lithodora fruticosa,Boraginaceae
Lithodora fruticosa-type,Boraginaceae
Lithospermum,Boraginaceae
Lithospermum arvense,Boraginaceae
Lithospermum arvense-type,Boraginaceae
Lithospermum cf. L. incisum,Boraginaceae
Lithospermum cf. L. parksii,Boraginaceae
Lithospermum incisum,Boraginaceae
Lithospermum officinale,Boraginaceae
Lithospermum parksii,Boraginaceae
Lithospermum sp.,Boraginaceae
Lithospermum-type,Boraginaceae
Lithraea,Lithraea
Lithraea/Schinus,Lithraea
Littorella,Delete
